'filtered-0-middle class','filtered-0-tax cut','filtered-0-office building','filtered-0-tax break','filtered-0-against women','filtered-0-student loans','filtered-0-care law','filtered-0-interest rates','filtered-0-raising taxes','filtered-0-job creators','filtered-0-federal government','filtered-0-prescription drugs','filtered-0-trillion debt','filtered-0-american energy','filtered-0-preexisting conditions','filtered-0-violence against','filtered-0-tax increase','filtered-0-worked together','filtered-0-tax credits','filtered-0-affordable care','filtered-0-across country','filtered-0-women health','filtered-0-tax hike','filtered-0-class tax','filtered-0-new tax','filtered-0-millions americans','filtered-0-class families','filtered-0-rates double','filtered-0-insurance companies','filtered-0-natural resources','filtered-0-domestic violence','filtered-0-investments infrastructure','filtered-0-war terrorism','filtered-0-big oil','filtered-0-come together','filtered-0-wealthiest americans','filtered-0-red tape','filtered-0-loans interest','filtered-0-public health','filtered-0-most vulnerable','filtered-0-oil companies','filtered-0-republican wanted','filtered-0-preventative health','filtered-0-clean energy','filtered-0-government spending','filtered-0-doughnut hole','filtered-0-new regulations','filtered-0-global war','filtered-0-increased taxes','filtered-0-more million','filtered-0-death tax','filtered-0-strong opposition','filtered-0-civil rights','filtered-0-preventative services','filtered-0-democrats republican','filtered-0-million students','filtered-0-american women','filtered-0-african american','filtered-0-preventative care','filtered-0-young adults','filtered-0-deny coverage','filtered-0-across america','filtered-0-cancer screenings','filtered-0-working families','filtered-0-public service','filtered-0-protects women','filtered-0-reduce deficit','filtered-0-across nation','filtered-0-women families','filtered-0-urge republican','filtered-0-higher taxes','filtered-0-pell grants','filtered-0-millions job','filtered-0-keystone xl','filtered-0-strong bipartisan','filtered-0-unemployment insurance','filtered-0-spending problem','filtered-0-super pacs','filtered-0-middleclass family','filtered-0-roads bridges','filtered-0-millions women','filtered-0-repeal affordable','filtered-0-republicans proposed','filtered-0-keystone pipeline','filtered-0-spending trillion','filtered-0-native americans','filtered-0-women children','filtered-0-higher education','filtered-0-more government','filtered-0-taxes more','filtered-0-broken promises','filtered-0-xl pipeline','filtered-0-production tax','filtered-0-spend more','filtered-0-making sure','filtered-0-victim domestic','filtered-0-transit systems','filtered-0-within means','filtered-0-transportation system','filtered-0-passed bipartisan','filtered-0-million children','filtered-0-invest education','filtered-0-program helping','filtered-0-domestic energy','filtered-0-live within','filtered-0-national debt','filtered-0-families across','filtered-0-giving tax','filtered-0-save medicare','filtered-0-republican party','filtered-0-never forget','filtered-0-mental health','filtered-0-women across','filtered-0-very much','filtered-0-need help','filtered-0-worked hard','filtered-0-construction workers','filtered-0-move forward','filtered-0-independent payment','filtered-0-passed laid','filtered-0-surface transportation','filtered-0-women access','filtered-0-drive cost','filtered-0-government takeover','filtered-0-largest tax','filtered-0-cuts wealthiest','filtered-0-climate change','filtered-0-public works','filtered-0-american manufacturers','filtered-0-forward working','filtered-0-entitlement program','filtered-0-students families','filtered-0-hope republicans','filtered-0-cervical cancer','filtered-0-million young','filtered-0-nursing home','filtered-0-cuts middle','filtered-0-stay parents','filtered-0-doubling interest','filtered-0-unelected bureaucrats','filtered-0-birth control','filtered-0-obama economy','filtered-0-regulatory burdens','filtered-0-big government','filtered-0-new england','filtered-0-roll back','filtered-0-tax loophole','filtered-0-college education','filtered-0-takeover health','filtered-0-debt crisis','filtered-0-rules regulations','filtered-0-reduce spending','filtered-0-energy production','filtered-0-equal pay','filtered-0-discriminating against','filtered-0-men women','filtered-0-critically important','filtered-0-republicans joined','filtered-0-mitt romney','filtered-0-infrastructure investment','filtered-0-save lives','filtered-0-fair share','filtered-0-cut taxes','filtered-0-fiscal cliff','filtered-0-consumer protections','filtered-0-break wealthiest','filtered-0-permitting process','filtered-0-women country','filtered-0-spending increase','filtered-0-regulations come','filtered-0-lifetime limit','filtered-0-children preexisting','filtered-0-government regulation','filtered-0-over next','filtered-0-over trillion','filtered-0-invest future','filtered-0-free preventative','filtered-0-energy prices','filtered-0-trilliondollar deficit','filtered-0-free exercise','filtered-0-control spending','filtered-0-break millionaires','filtered-0-ernst young','filtered-0-renewable energy','filtered-0-buffett tax','filtered-0-access health','filtered-0-over million','filtered-0-bipartisan transportation','filtered-0-pay equal','filtered-0-health services','filtered-0-care service','filtered-0-unemployment benefits','filtered-0-pay fair','filtered-0-costs seniors','filtered-0-hiv aids','filtered-0-gun violence','filtered-0-loans doubling','filtered-0-taxes spending','filtered-0-government control','filtered-0-work bipartisan','filtered-0-safety net','filtered-0-unfortunately republicans','filtered-0-months unemployment','filtered-0-government programs','filtered-0-fully paid','filtered-0-transportation infrastructure','filtered-0-government bureaucrats','filtered-0-spending reductions','filtered-0-loan debt','filtered-0-trillion more','filtered-0-new government','filtered-0-comprehensive tax','filtered-0-sexual orientation','filtered-0-republicans continued','filtered-0-unelected unaccountable','filtered-0-jobs overseas','filtered-0-tea party','filtered-0-price gasoline','filtered-0-free enterprise','filtered-0-republican side','filtered-0-global economy','filtered-0-american public','filtered-0-environment public','filtered-0-equal work','filtered-0-fault own','filtered-0-ladies gentlemen','filtered-0-breast cancer','filtered-0-tens millions','filtered-0-community college','filtered-0-stafford loans','filtered-0-reauthorization violence','filtered-0-immigrant women','filtered-0-wind energy','filtered-0-annual deficits','filtered-0-create millions','filtered-0-rates student','filtered-0-increased spending','filtered-0-energy efficiency','filtered-0-commander chief','filtered-0-cost energy','filtered-0-senior citizens','filtered-0-obama health','filtered-0-protect taxes','filtered-0-care planning','filtered-0-police officers','filtered-0-deficit half','filtered-0-obamacare tax','filtered-0-public safety','filtered-0-nutritional program','filtered-0-republicans claim','filtered-0-construction season','filtered-0-affordable energy','filtered-0-individual mandate','filtered-0-taxing american','filtered-0-human rights','filtered-0-students across','filtered-0-bipartisan farm','filtered-0-paycheck fairness','filtered-0-two wars','filtered-0-trillion new','filtered-0-trillion national','filtered-0-public transportation','filtered-0-protecting health','filtered-0-continue tax','filtered-0-more regulations','filtered-0-gas prices','filtered-0-million families','filtered-0-citizens decisions','filtered-0-crony capitalism','filtered-0-deficit reduction','filtered-0-pay lower','filtered-0-family community','filtered-0-pass farm','filtered-0-many republican','filtered-0-dollar spends','filtered-0-ship jobs','filtered-0-services women','filtered-0-practice medicine','filtered-0-need repeal','filtered-0-wealthiest country','filtered-0-loophole allows','filtered-0-gains tax','filtered-0-help families','filtered-0-assistance programs','filtered-0-care women','filtered-0-borrowing cents','filtered-0-made america','filtered-0-illegal alien','filtered-0-companies denying','filtered-0-seniors pay','filtered-0-improvements health','filtered-0-tax individual','filtered-0-limited government','filtered-0-trillion dollar','filtered-0-decision citizens','filtered-0-wealthiest among','filtered-0-security benefits','filtered-0-carbon pollution','filtered-0-lilly ledbetter','filtered-0-manufacturing jobs','filtered-0-most predictable','filtered-0-credits help','filtered-0-borrowing spending','filtered-0-american middle','filtered-0-families planning','filtered-0-partisan politics','filtered-0-national institutes','filtered-0-washington bureaucrats','filtered-0-children seniors','filtered-0-putting food','filtered-0-government gets','filtered-0-bipartisan basis','filtered-0-taxpayer dollars','filtered-0-student debt','filtered-0-capital gains','filtered-0-half republicans','filtered-0-obama promised','filtered-0-protect consumers','filtered-0-republicans decided','filtered-0-unaccountable bureaucrats','filtered-0-increase american','filtered-0-rise pay','filtered-0-women women','filtered-0-program provides','filtered-0-cuts millionaires','filtered-0-cut benefits','filtered-0-rate hikes','filtered-0-secret money','filtered-0-signed law','filtered-0-access contraception','filtered-0-help prevent','filtered-0-assault weapons','filtered-0-dwight eisenhower','filtered-0-hurricane sandy','filtered-0-access affordable','filtered-0-obama own','filtered-0-longer denied','filtered-0-energy producers','filtered-0-nation transportation','filtered-0-mandatory spending','filtered-0-afford college','filtered-0-interest debt','filtered-0-solves problem','filtered-0-accessed preventative','filtered-0-credits wind','filtered-0-parents health','filtered-0-peace mind','filtered-0-nutrition assistance','filtered-0-manufacturing sector','filtered-0-more energy','filtered-0-new mexico','filtered-0-postal service','filtered-0-between two','filtered-0-american dream','filtered-0-energy security','filtered-0-obama plan','filtered-0-part america','filtered-0-special interest','filtered-0-equaling jobs','filtered-0-several months','filtered-0-post office','filtered-0-american jobs','filtered-0-farm bureau','filtered-0-allowing speak','filtered-0-planned parenthood','filtered-0-security council','filtered-0-taxes million','filtered-0-gulf coast','filtered-0-public lands','filtered-0-mail processing','filtered-0-produce energy','filtered-0-women men','filtered-0-medical products','filtered-0-increase small','filtered-0-wrong things','filtered-0-care problems','filtered-0-those funds','filtered-0-commonsense way','filtered-0-subsidies big','filtered-0-emergency room','filtered-0-eliminates funding','filtered-0-loan student','filtered-0-tax return','filtered-0-america thinks','filtered-0-happens again','filtered-0-current policy','filtered-0-region administrator','filtered-0-governor romney','filtered-0-pay tribute','filtered-0-down price','filtered-0-baptist church','filtered-0-opposite direction','filtered-0-number occasions','filtered-0-need right','filtered-0-staten island','filtered-0-oklahoma city','filtered-0-every weekend','filtered-0-much better','filtered-0-new mexicans','filtered-0-were sent','filtered-0-service arkansas','filtered-0-move goods','filtered-0-create certainty','filtered-0-placed desk','filtered-0-taking place','filtered-0-pediatric research','filtered-0-families around','filtered-0-eastern oil','filtered-0-work actually','filtered-0-clean air','filtered-0-operator critical','filtered-0-card debt','filtered-0-allocations aggregates','filtered-0-american farm','filtered-0-require new','filtered-0-job creation','filtered-0-bright future','filtered-0-university arkansas','filtered-0-page sec','filtered-0-sent here','filtered-0-levels fiscal','filtered-0-companies jobs','filtered-0-institute medicine','filtered-0-medal purple','filtered-0-loan issue','filtered-0-traditional energy','filtered-0-very carefully','filtered-0-high school','filtered-0-radical islamists','filtered-0-everyone want','filtered-0-presidential candidate','filtered-0-soviet union','filtered-0-proposal raise','filtered-0-population growth','filtered-0-strengthen economy','filtered-0-need least','filtered-0-manufacturing facility','filtered-0-regulatory relief','filtered-0-students borrowing','filtered-0-produce more','filtered-0-those benefits','filtered-0-prevent public','filtered-0-cost curve','filtered-0-job crisis','filtered-0-plan cut','filtered-0-single person','filtered-0-families comes','filtered-0-bridges infrastructure','filtered-0-still serves','filtered-0-cobbled together','filtered-0-medical research','filtered-0-care family','filtered-0-democrats health','filtered-0-single democratic','filtered-0-fiscal issue',unfiltered-name,unfiltered-branch,unfiltered-party,unfiltered-score1,unfiltered-score2
1.265254,1.91023,-0.982615,0.304503,1.361472,0.944072,1.933597,1.041399,1.634999,2.990474,2.258052,-0.437341,3.296045,3.147895,-0.41202,1.575047,0.851705,-0.967681,1.120161,1.303074,0.440351,1.834133,1.349767,0.943045,0.776157,2.008576,0.962401,0.620269,-0.410236,-0.596243,-0.968573,1.191868,3.406478,1.768121,-0.963965,1.413473,2.967737,2.011332,-0.960347,1.177571,1.392324,2.16651,-0.072829,1.970179,2.477347,0.007138,3.131574,0.957591,1.273104,-0.243945,3.35885,1.062604,0.467094,0.574159,1.979609,0.566437,-0.360523,-0.604798,-0.33815,-0.710594,-0.791546,0.230486,-0.727293,0.56478,-0.546306,3.424386,1.700836,0.160766,-0.545843,1.727387,2.512941,0.122056,2.866881,3.333439,2.550783,0.003863,1.818802,1.603813,-0.25,-0.625554,0.27254,0.339257,0.966156,3.355546,1.938434,-0.773014,-0.437578,-0.914431,3.282183,1.668255,1.618898,3.378126,2.587907,0.33496,-0.973042,-0.760128,-0.384764,-0.160797,0.885579,1.47591,0.605058,0.128147,-1.398832,2.462396,-0.346631,0.96113,0.939025,1.438594,0.942453,2.061171,-1.053677,-1.298067,0.150366,-0.634864,-1.392223,-1.234257,-1.429297,-1.11271,1.920505,0,1.524319,0.994714,0.279655,3.076259,2.188898,3.75,0.993964,-0.643583,2.321378,0.209979,3.0404,-0.927886,2.697889,0.498135,1.332264,-0.788849,0.708123,-0.329019,0.523355,2.466247,2.084738,2.626136,3.52482,3.551735,-0.466334,1.735872,0.458284,-0.633543,2.710117,1.710634,0.816405,1.698842,2.975681,0.561479,1.062047,-0.579213,1.372973,2.864348,2.050166,-0.496141,-0.966827,1.362773,1.290166,1.921588,0.926588,0,-0.044608,-0.398251,2.219525,0.174783,0.019221,0,0.027749,0.150469,3.066414,-0.386686,-0.085316,2.647305,-0.25,2.092345,3.137377,-0.342963,2.321889,0.640581,3.526443,-0.540216,-0.100716,-0.558307,1.373515,-1.247692,-0.838628,1.521621,0.954484,0.865607,1.667795,-0.048088,0.865782,-0.31542,1.999833,-0.502898,1.066742,0,0.45834,2.329532,-0.661021,0.468571,3.674717,1.821672,0.872799,3.226916,0.586419,2.313255,0.974521,0.918788,3.35909,1.710381,2.207637,0.770889,2.447122,1.925247,1.357807,1.655434,1.296544,0.828898,0,0.48606,-1.340367,1.810895,-1.073472,0.577025,-0.25,0.262676,2.041978,3.123589,2.443953,-1.213473,2.321684,-0.908763,3.233437,1.052027,-0.912731,2.352632,-0.056059,-1.072697,-1.111035,2.671257,3.410583,-0.534923,-0.638364,0.723489,-1.027091,2.884165,2.725246,2.691369,0.780826,-0.677293,1.231467,3.145973,1.252663,3.431179,3.302995,-0.870979,0.59664,0.347918,2.388624,0.851411,1.655431,0.745558,3.639237,1.696551,0.143177,-1.255948,-0.135332,2.032089,1.772177,1.321722,-0.358359,-0.519478,0,-0.315127,1.500144,3.14362,-1.363467,-0.76125,0.130615,-0.426191,0.826587,2.09629,-0.409688,-0.374633,0.396065,2.336211,3.505534,3.500464,0.274855,0.29831,0.723168,-0.457367,2.474462,1.35437,3.322197,-1.059818,3.596318,1.353376,0.42212,0.692187,-0.099867,3.17689,-0.958659,-0.728063,1.803976,3.145965,3.033906,0.604401,2.580148,1.103846,3.547974,0.474583,0.897028,3.414982,2.371084,-0.33002,-0.097872,-1.275406,1.781355,-0.000837,-0.441646,1.60751,1.638992,0.801831,-1.348752,0.799302,1.870319,-0.042691,1.078413,3.09164,-0.456221,3.081263,-0.862162,1.765274,-0.287319,0.241804,-0.334086,0.099134,1.308002,-0.003501,-0.424833,1.1141,1.24348,-0.845979,0.137597,-0.909244,0.041667,2.644389,1.453559,2.16969,0.194144,1.249671,-0.892212,-0.988343,-1.327073,3.172384,-0.597553,-0.041961,2.268995,0.656885,0.297029,0.103845,-0.167125,-0.63481,0.310913,-0.250609,0.182218,2.200577,0.758141,1.125481,-0.125787,-0.463755,1.718355,-1.676822,-0.584526,0,0.919788,1.475617,0.255063,1.141878,1.017852,0.070718,-0.47,0.215353,-0.51554,0.136647,-0.260032,-0.015742,-0.539825,-0.543825,-1.325828,-0.606063,-0.98376,-1.204725,-0.252266,0.390626,0.266247,-0.25,-1.375095,-0.518711,-1.206756,2.319531,-0.628054,0,-0.25,-0.122693,0,0.674733,-0.271247,2.3126,-0.467019,-0.25866,-0.25,2.098598,1.672565,-0.810302,0.413209,-0.682876,0.869187,3.348657,0.349401,-1.575691,2.143652,-0.808613,-0.202035,2.07222,1.369742,0.196317,2.70145,-0.614458,-1.238882,1.371491,-0.008301,0.427491,-0.25,2.423085,3.128428,1.05346,0.420138,0.36096,-1.372993,-0.450725,-0.746137,1.15939,-0.286004,-0.593581,3.229233,3.011807,0.913399,'Washington Times',IL,43,0,0
0.689213,0.223783,0.152919,0.074555,1.492322,1.832269,-0.103832,0.519719,-0.592357,-0.271776,-0.671732,-0.085657,-0.96482,-0.35541,0.08521,0.087716,-0.610383,0.026135,-0.6933,0.201085,0.733582,0.033861,-0.241429,0.129152,-0.551135,0.865785,0.385761,-0.057247,0.84042,-0.61845,-0.658157,-0.957945,-0.383141,-0.910925,0.678543,0.879705,1.729601,0.514355,-0.187902,0.024375,-0.624673,-0.134593,0.407527,-0.487296,0.003353,0.712879,-0.500216,-0.695921,-0.794298,3.139263,-0.39991,-0.097588,1.517762,1.045686,-0.593184,0.153224,1.706322,2.78108,0.779941,0.654122,0.154093,0.590086,1.251741,0.669889,-0.524121,-0.385639,-0.397052,-0.115818,1.01078,-0.615923,-0.275437,0.543961,0.082105,-0.299943,0.690156,-0.922172,-0.796951,-0.936033,-0.25,-0.083985,1.970307,0.939894,-0.489029,-0.458466,0.169077,-0.225307,0.38284,0.428526,-0.440659,0.725749,0.091815,-0.329986,-0.378991,1.064418,1.267301,-1.164141,-0.300236,-1.042816,-0.949077,-0.87929,0.248728,0.252539,-1.034402,-0.572414,-0.430694,-0.716487,1.100734,-0.410447,-0.330733,-0.188095,2.213715,-0.02416,0.007066,2.335605,1.061354,0.684933,1.07971,0.919823,-0.549131,0,-0.882367,0.029058,-0.48237,-0.249945,-0.748868,-0.25,-0.482593,-0.634369,-0.918189,0.820301,-0.578169,-0.601446,-0.134621,0.965277,-0.074034,-0.472956,0.630711,3.502218,1.228391,-0.632665,1.741614,1.458863,-0.452241,-0.111308,-0.124183,1.566673,-0.279041,-0.172837,0.486594,-0.153251,0.033152,-0.905837,-0.79489,0.85399,0.168453,1.096167,-1.782614,-0.548272,0.876744,-0.237754,1.150557,1.424646,-0.317112,0.289692,0.486301,0,-0.925225,-1.001698,-0.260959,-0.065894,1.137496,0,-0.878656,-0.193042,-0.198668,-0.386686,1.757966,0.419072,-0.25,-0.581376,-0.886442,0.009263,-0.164064,-0.979341,-0.471002,-1.125294,1.189514,2.843909,-0.525885,-0.752934,-0.601341,0.116844,-0.56105,-0.449026,0.696829,3.191982,0.574003,-0.31542,-0.56926,-0.502898,0.450561,0,0.819818,-0.341048,0.684276,-1.045128,-0.318681,-0.638407,1.910135,-0.290519,-0.147108,-0.912721,0.506295,-0.382266,0.168922,0.283521,0.451009,-0.406077,-0.706429,0.157316,-0.237917,0.367245,-1.001914,-0.685955,0,1.140731,1.184207,0.855064,-0.872788,0.063123,-0.25,1.918747,-0.846775,-0.648399,0.063732,-0.312535,-0.307987,-0.454444,0.125834,-0.954413,-0.283358,0.34478,1.255792,1.531261,1.463261,-0.079354,0.595794,-0.449733,-0.222541,0.161856,-0.625245,-0.675771,-0.178573,0.93219,-0.074542,-0.318278,-0.334537,0.4808,-0.242422,0.111003,-0.445636,0.520688,1.754213,-0.911036,-0.667194,0.037581,0.992459,0.439579,-0.219098,-0.16647,0.894455,-0.353756,-1.002492,-0.169266,0.139057,-0.048048,-0.052778,-0.366729,0,3.598338,0.360638,-0.158719,-0.159897,-1.048642,-0.629187,0.803508,0.199406,-0.361529,-0.204373,-0.244258,-0.811241,-0.457207,-0.060132,-0.033227,-1.11923,0.899286,1.213144,1.481039,0.005569,-0.106158,0.490552,-0.943607,-0.013119,1.26361,0.364056,-1.338892,0.629476,-0.564164,-0.545189,0.230959,0.788397,-0.078776,-0.522614,1.77166,-0.075736,0.26096,0.000586,0.656722,-1.103369,-0.382244,-0.021687,-0.33002,2.189353,-0.765275,-0.005663,0.112544,0.455194,0.199932,-0.607477,-0.359108,-0.123499,2.435302,0.384323,0.35158,-0.515307,0.055305,-0.456221,-0.210484,0.655875,-0.447056,1.637819,0.048689,0.156189,0.657075,-1.081739,0.486362,2.989266,-0.09403,-1.146707,0.280727,0.020447,-0.661429,0.553947,1.237137,-0.381492,-0.226149,1.189083,-0.948207,-0.892212,-0.068011,-0.434759,-0.077449,-0.620808,0.665201,0.863145,-0.195341,3.315077,-0.102719,-0.518374,0.014425,-0.700575,2.735851,2.728629,0.042739,2.475912,-0.396002,-0.75547,-0.463755,0.800922,0.344276,-0.584526,0,0.710262,0.533131,1.792013,-0.282772,0.216587,0.106319,1.912095,0.705322,-0.428646,0.493774,-0.254544,1.026964,0.362706,0.361842,1.21795,1.154486,1.571445,-0.561079,-0.252266,1.830722,-0.680845,-0.25,0.041799,1.248643,0.35453,-0.533007,1.946462,0,3.75,2.149614,0,-0.364062,-0.529985,-0.698093,1.304551,-0.253554,-0.25,-0.758833,1.191174,1.602099,-0.752837,-0.682876,-0.679851,-0.365807,2.429226,-0.123669,-0.426405,1.106573,-0.23738,0.401334,-1.522923,-1.01853,-0.605496,-0.285174,-1.077474,-0.11215,0.334,-0.790218,-0.25,1.207712,0.284824,0.673535,1.044115,0.254319,0.246519,-0.450725,0.057196,0.362027,2.424503,-0.009849,0.408156,-0.471837,0.592047,Chicago Sun-Times,IL,43,0,0
2.390252,1.742233,-1.278472,0.925518,2.322154,1.261442,1.257946,1.460965,0.060607,0.586213,0.632704,-0.852637,-0.034614,1.38009,3.663911,2.946882,-0.728883,-0.172653,0.353947,1.079772,0.523498,0.556477,1.533884,2.91146,-0.410649,1.318462,2.40007,0.255635,-1.036132,0.026932,-0.832151,-0.957945,0.672248,2.255731,-0.727012,2.320325,-0.042833,1.055774,-0.702162,0.794855,2.620167,0.81381,0.743057,0.880424,2.159889,-1.174998,0.10503,0.773102,-0.460762,0.061869,0.238984,0.693056,1.166351,-0.53215,0.536548,1.957528,1.527024,0.507843,0.975331,-0.104144,1.26034,1.530052,-0.053807,-0.528472,-0.319062,1.149051,2.022706,-0.470144,-0.22483,0.95723,1.17628,0.700234,1.321693,0.925092,1.097881,0.828784,0.273267,0.867609,-0.25,-0.45587,1.850065,-0.666826,1.168251,0.703876,1.433067,-0.295701,1.998261,-0.268523,1.221416,-0.666929,2.194577,0.833011,-0.732506,-1.263386,-1.316952,-0.464092,-0.639795,-1.357633,-1.23731,-0.87929,2.174559,0.007174,-0.986253,1.596333,-1.429391,0.976159,0.117202,-0.657565,1.295728,1.586375,-1.590804,-0.938957,1.340851,0.994559,-1.055221,-1.537514,0.710728,-0.37409,-0.292594,0,-0.260149,2.857465,-1.076296,1.273589,-0.142837,-0.25,2.558204,-0.768683,1.70629,-0.812328,1.323173,-0.58237,0.940798,-1.071737,2.560282,-0.822915,0.348086,-0.329019,1.72086,0.407544,1.210745,0.010448,-0.248281,0.550563,-0.383356,1.834876,-0.327367,-0.281045,-0.369938,2.658661,-0.844406,0.06672,1.407432,1.772199,1.529013,0.282164,-0.207109,-0.455882,1.755412,0.828778,-0.833066,0.036055,1.688046,1.922966,-0.04868,0,-0.592679,0.213653,0.043004,0.183153,-0.201961,0,0.946857,0.015235,-0.036634,-0.386686,0.600259,1.32359,-0.25,0.596748,-0.405952,1.443537,1.068532,0.625302,0.148299,0.450746,1.485728,0.871893,1.03675,-0.905578,-0.748582,1.010127,-0.306979,0.570777,0.43009,0.699873,3.063235,-0.31542,2.574656,2.561877,1.476625,0,1.391513,1.232585,-1.015885,-0.66382,-0.268827,1.962289,0.888887,0.611746,3.440549,1.303249,1.772499,2.924442,-0.519274,1.219692,1.582988,2.810206,1.402405,0.556379,2.946824,2.605249,-0.712594,0.843364,0,-0.974482,-1.352009,1.409707,-1.004308,2.696884,-0.25,0.270992,0.009331,0.020872,1.998893,1.132644,0.545359,-0.832979,1.195694,0.291353,-1.053531,2.165802,-0.049472,0.569254,-1.069351,-0.963222,0.533415,-0.718383,-0.959196,2.685807,-0.520316,-0.377031,1.638329,1.911835,3.39785,-0.605793,-0.334537,-0.60972,1.693961,0.588321,-0.314306,0.183702,-0.277297,0.779332,1.671825,0.445034,1.832184,2.006945,0.209141,2.365234,1.302463,-0.1241,-0.565873,2.591887,-0.36727,2.449511,0.188497,-0.775337,0,-0.315127,-0.936442,0.52252,-1.210483,-1.014642,0.641012,-0.426191,0.004801,-0.107987,-0.060959,0.286632,0.404526,2.059951,0.194891,0.416762,2.811561,1.319069,0.205873,1.987195,1.282231,0.004905,-0.53651,-0.078348,-0.477869,2.233517,2.167326,0.883514,0.585626,-0.564164,-0.848065,-0.721317,1.237799,0.081256,-0.92207,2.179637,1.384105,2.931436,0.367364,0.174281,1.918253,-0.382244,1.846683,-0.33002,-0.009814,-1.186348,1.8022,-0.184718,-0.374045,-0.73553,1.324271,3.059789,0.296029,1.104409,1.265296,0.333423,1.094821,1.56755,-0.456221,1.31824,0.038506,2.860496,0.60243,-0.716595,1.611427,1.046798,1.806046,1.343149,-0.556071,0.463893,1.262575,0.142259,-0.088958,-1.231158,2.037944,0.175553,3.271486,1.95608,2.44346,-0.382282,0.75325,-0.121642,-1.342911,1.067953,-0.689722,-0.630069,1.071502,3.491723,-0.629128,0.567976,-0.528181,-0.63155,1.126823,1.00663,-0.751784,1.584251,-0.96296,-0.131967,-0.905187,-0.463755,1.224599,-1.362601,-0.584526,0,1.127657,1.492082,0.23355,3.170688,-0.69548,2.571066,-1.446424,1.294137,-0.512131,0.291364,-0.260032,1.154607,0.506983,-0.492965,-1.436841,-0.476155,-0.300298,-0.72671,-0.252266,0.085143,1.226613,-0.25,-0.4805,-0.518711,-1.2031,2.33952,-0.323861,0,-0.25,0.515601,0,-1.054434,0.233764,1.738406,-0.672357,-0.25495,-0.25,0.956878,1.689307,-0.581149,-1.300056,-0.682876,1.19202,-0.365807,0.657702,-1.541415,2.767609,-1.010115,-0.185406,2.564555,-0.559985,1.159315,0.491237,-0.128355,-0.783226,0.028367,0.573098,0.291531,-0.25,0.413613,-0.555682,-0.832049,0.929773,0.635766,-0.731008,-0.450725,0.322295,1.486054,1.349513,-0.556456,-0.615074,0.530464,2.86721,'Christian Science Monitor',IL,43,0,0
