name,branch,party,score1,score2,tax increase,employer mandates,new taxes,american taxpayers,social spending,washington times,health care,woman child,national debt,big government,price controls,social programs,working families,north korea,federal government,information contact,care plan,american wants,universal health,raise taxes,washington post,dirksen office,payroll tax,natural resources,federal spending,more government,universal coverage,violence against,against women,federal tax,madison guaranty,assault weapons,more tax,energy natural,social welfare,civil service,nutrition forestry,agriculture nutrition,tax dollars,bottom line,public works,insurance companies,guarantee health,arts humanities,tax relief,taxpayer dollars,spending programs,authority outlays,constitutional duty,increased taxes,new bureaucracy,taxpayers money,occupation haiti,work force,government regulation,spending money,endless appeals,tough crime,care coverage,democratic wants,welfare spending,harm way,health insurance,findings finds,domestic violence,paying taxes,government bureaucrats,technology programs,americans living,public laws,without health,rose law,government mandated,democrat controlled,government controlled,human resources,unfunded mandates,guaranty savings,minimum sentences,american troops,family tax,community development,spending more,medical savings,women health,whitewater development,federal mandates,military interventions,care crisis,republican alternative,americans tax,government spends,street journal,martin luther,socalled crime,workers rights,new social,violent crime,government bureaucracy,luther king,deficit spending,national security,children country,outlays revenues,entitlement programs,economic development,civil rights,mandatory minimum,poor children,comprehensive health,peacekeeping operations,minimum wage,health coverage,racial quotas,taxes more,control over,care delivery,losing health,permanents spending,risks american,liberal democrat,law firms,trillion debt,baseline estimates,finally providing,pork barrel,revenues permanents,negative rounding,whitewater affair,much costing,federal bureaucracy,most vulnerable,native americans,mandated health,necessary carry,robert reischauer,parentheses negative,community service,high taxes,fiscal years,spend increase,democratic leaders,ban assault,south africa,heritage foundation,tax burden,medical malpractice,south korea,more money,level scoring,federal workforce,taxes money,children family,defense cuts,science foundation,independent counsel,occupy haiti,children lives,cut defense,federal bureaucrat,goals educate,emergency supplemental,increase history,new hampshire,whitewater madison,plant closing,armed forces,tax hike,very very,worked tirelessly,property rights,nelson mandela,drugs violence,interest debt,mandating costs,programs provide,security interest,subcommittee water,program helped,authorization fiscal,level over,run health,lawabiding citizen,early release,consumer protection,develop programs,less government,improving america,level authority,san francisco,white democratic,tough anticrime,savings fcc,fcc spectrum,roger altman,tax rate,harry truman,outlays emergency,massive new,sell drugs,reason why,clintonmitchell plans,money pay,need invest,new government,receipts emergency,korean peninsula,savings accounts,live poverty,big spender,cost american,workforce restructuring,intensive grants,cost jobs,offsetting receipts,spectrum license,savings loan,pacific northwest,oneseventh economy,how many,military forces,nation building,decline defense,head start,changes baseline,socalled racial,mandates employers,farm bureau,american military,invest education,nuclear capability,since harry,american deserves,communist china,national science,violent criminals,women uniform,outlay savings,christian coalition,trying provide,party line,fees changes,troops haiti,interests stake,need most,defensive medicine,border patrol,reduce wages,operations desert,veterans appeals,guaranteed coverage,investment children,education training,children working,sending american,system without,haiti americans,spending limits,child care,massive federal,secondary education,federal board,party control,system world,prescription drugs,model intensive,uncle sam,victims domestic,over health,federal control,salt lake,federal trade,view american,conducted studies,american men,vince foster,very important,reischauer director,coverage every,little rock,food safety,entitlements mandatory,family medical,line item,program fiscal,wall street,emergency rooms,provide health,working conditions,securities exchange,against violent,very concerned,blamed republicans,higher education,give government,government programs,coverage health,airport improvement,chief staff,down line,democrats alike,children were,nations peacekeeping,trillion trillion,those things,spending taxpayer,children growing,soldiers sailors,international community,girls clubs,jimmy carter,governor arkansas,during campaign,korean war,estimated costs,national significance,presidential campaign,insured americans,price tag,health services,corrected understanding,think americans,spend american,weapons ban,move forward,taxes mandates,foster office,more mandates,national service,great society,government knows,public health,citizens against,uncompensated care,rtc oversight,help children,board veterans,pay new,defense plan,shared story,vital national,american believing,american worker,license fees,health board,social engineering,specific cuts,tax paying,duties responsibilities,came here,armed services,human rights,present voting,active duty,takes place,los angeles,failed miserably,security revenue,federal buildings,fund estimated,over estimate,distinguished missouri,depository institutions,improvement education,spending mandatory,taken place,staff current,appalachian regional,new haven,chartering schools,sorts things,joint organization,question whether,math science,remaining over,bosnia herzegovina,local education,federal program,those schools,bad news,serb militants,amount remaining,rural america,news media,school choice,local communities,whole issue,federal funding,veterans services,women veterans,security council,office space,offered distinguished,again again,steps toward,entire amount,sanctions against,community notification,agricultural research,health security,embargo bosnia,step forward,banks regulate,funds schools,really think,nation haiti,largest single,educational agency,long history,urge adoption,wages benefits,local level,important part,schools communities,content standards,expand jobs,important points,cut spending,agriculture discharged,most important,wonder how,begin process,flood insurance,improve situation,national education,without fear,kinds situations,many children,allowed speak,point view,rights laws,surface transportation,against government,pay raise,city philadelphia,materials transportation,compensation pension,living citizens,government-run health,quite frankly,bar association,situation where,commercial banks,nation schools,draw attention,struggle against,reproductive health,safety soundness,performance standards,higher costs,seawolf submarine,veterans employment,distressed communities,funds local,put forward,families victims,loving wife,peace security,semi-automatic assault,health policy,foreign policy,programs where,brings together,drug addicts
Chicago Sun-Times,37,1994,0,0,-0.33441,0.630478,-0.49306,-0.906624,-0.681806,-0.333899,0.375853,0.448134,-0.482979,-0.538349,0.366632,-0.061804,0.609805,0.769063,-0.237859,0.095158,0.089538,-0.136121,0.300814,0.011153,3.066459,-0.535185,0.347132,-1.153897,-0.637577,-0.538802,0.939145,0.807065,-0.226137,0.201381,-0.064936,0.606995,-0.85545,-0.238782,0.296236,-0.60822,-0.451511,-0.614986,-0.81473,0.864633,-0.944138,0.521264,0.250485,-0.864471,2.020541,-0.723309,-0.42823,-0.229416,-2.62E-01,-0.828359,-0.757318,-0.683991,-0.006769,0.743591,-0.166545,-0.233304,-0.795943,-0.575454,0.112534,-0.35416,-1.06E+00,-0.706683,0.081425,-0.229416,-0.36697,-0.218865,-0.644326,-0.680164,0.605244,-0.454121,-0.620022,-0.119493,0.844041,-0.730473,-0.118868,-0.38139,-0.180361,-0.022433,-1.23E-01,0.209238,-0.129887,-0.617714,0.209271,-1.135053,1.197399,-0.037465,-0.467825,1.487684,0.460642,-9.08E-01,-5.58E-01,-0.457014,0.970346,-0.274955,0,0.029964,0.117483,0.133225,-0.135002,-0.252297,0.823681,0.33597,7.27E-01,-0.368372,0.128296,-0.800583,0.765615,0.079454,0.420013,0.152997,0.062425,0.400949,-0.107071,0.126725,-0.050202,-0.070178,1.074976,0.307637,0,-2.85E-01,0.375078,1.207367,-0.508721,-0.229416,-0.522418,-0.533209,0,0,0.858338,-0.294887,-1.079863,0.367497,0.985238,0.3042,-3.47E-02,-0.230321,0,1.600987,-0.205315,-0.373818,-0.388345,1.089841,0.989743,1.135612,-0.478929,-0.440442,0.281686,1.032802,0.07859,6.33E-01,-3.52E-03,-0.867252,2.433349,-0.434732,-0.708713,0.246167,6.32E-01,1.067891,-0.483625,0.440179,0.299484,-0.580705,-1.112171,-0.23592,-0.458035,0.773836,1.657317,0.361484,0.230756,2.046089,-0.823064,1.438298,0.457595,0.654021,0.232951,0.233314,0.24425,1.40E+00,-0.239942,-0.333849,1.306163,-0.6257,-0.229416,-0.248232,-0.077104,-0.023268,-0.9166,-0.758867,-4.52E-01,0.227814,0.087147,-0.229416,-0.229416,-0.229416,0.149704,-0.525861,0.384016,0,-8.51E-01,0.601537,1.379365,0,0.368923,-1.219534,0.465791,-0.229416,0.835011,-0.207351,0.138695,0.179807,0.115321,-0.477514,-0.491151,0.617459,-0.273356,2.16E+00,1.431613,-0.294327,0,0.085223,0.703743,-0.162039,-0.859941,-0.101222,0,0,-0.458939,-0.371353,-0.232751,-0.075484,0.156369,-1.01E+00,0.252288,-0.237522,-0.355925,-0.730289,0.972072,0,-0.497503,-0.561265,-0.773563,-0.65954,1.089065,0.987903,0.306299,-0.954665,-0.251825,6.89E-01,-0.359304,-0.967773,0.578643,-3.31E-02,-0.303919,-0.006374,-3.71E-01,0.354517,-5.40E-01,-0.721512,0.334867,0.808717,-0.305389,2.323156,0.247019,-2.03E-02,1.114495,-0.491151,0.016963,-0.182352,1.051428,-0.25723,-0.315343,1.841866,0.644588,-0.993154,2.867984,-0.041076,0.312016,-3.08E-01,0.217668,-0.234522,1.334821,-0.399632,1.426303,-1.008359,0.729357,2.16819,-0.109189,0.448162,-0.125061,2.26415,-0.121137,0.138681,-2.10E-02,-0.599803,-1.157313,0.151344,0.843305,0.285583,1.754659,0.230928,-0.440333,1.108633,0.414523,-0.357028,-0.150125,-0.179047,0.855185,0.095856,0.15655,0.031163,0.480353,0.609842,-0.602316,-0.452924,-0.408672,0.400617,0.571924,0.690843,-0.351569,-0.378444,0,0.376281,-0.319364,1.037585,-0.262545,4.63E-02,-0.585863,-5.59E-01,-0.74451,-0.1233,-0.577215,-0.101444,-0.862392,-4.13E-01,-5.68E-02,-0.447758,-6.88E-01,-0.185669,-0.446168,-0.320662,-0.091581,2.70E-01,0.700436,-0.200327,-0.718713,-0.498421,-8.29E-01,-0.928282,-0.102511,0.427644,0.002332,0.31054,-0.256833,-1.035985,0.318182,2.206625,2.093268,3.72E-01,2.745923,-0.671518,-2.36E-01,0,-4.73E-01,-9.04E-02,8.44E-01,-0.334583,-0.669756,-0.76902,-0.362876,0.951971,-0.145726,-0.229416,0.396213,-0.109131,0.143551,0.69459,-9.72E-01,-0.678237,-0.486646,0.709817,1.20E+00,-0.381758,-0.105148,-0.22421,-0.884942,-0.577762,-0.84854,0.619296,-0.459585,9.11E-02,0.74255,-0.440109,-0.229416,0.024767,-0.217337,-1.335082,0.780146,-0.784539,-8.49E-01,-0.142031,0.087675,0.071605,0,0.630001,0.099751,0.414224,-0.096347,2.699724,0.597853,2.09E-01,0.519735,-0.854341,0.010178,-0.481348,5.10E-01,8.19E-01,0.212533,-1.015965,0,0.831203,0.347908,-0.343752,0.242778,-0.709609,0.243067,-0.103676,-0.300937,0.154099,-0.464806,1.145721,1.045306,-8.47E-01,0.076109,-0.630932,-4.57E-01,-0.582567,-2.54E-01,1.227449,-0.23426,-0.259759,1.84497,0.390446,0.443932,1.108353,0.673774,0.784469,1.060286,1.322895,0.014314,0.10734,-0.751595,-2.13E-01,-4.24E-01,-0.177055,-0.031472,-0.340435,-6.76E-01,0.522421,-0.784078,0.523249,0.149902,0.171699,-0.001699,-0.072623
"Christian Science Monitor, The",39,1994,0,0,-0.942155,0.635975,-0.679839,0.412924,2.188108,-0.335744,0.169075,1.288309,0.988898,1.38454,2.576129,1.754953,0.473621,3.158623,0.665719,-1.192808,-0.047303,3.18065,-0.44284,-0.462114,-0.311961,0.354518,0.12121,0.906662,0.989715,1.516285,0.142512,2.957705,-0.213745,-1.062441,0.029087,-0.294833,-0.814874,0.247895,3.934257,-0.149143,5.44E-01,2.60E-01,-0.859096,-0.374148,-0.461048,-1.176352,-1.041857,-1.15E+00,-0.602328,-0.262429,0.86144,-0.229416,0.544886,0.00634,0.102564,-0.769827,1.612964,1.406314,1.80892,-0.244168,3.83E-01,0.737325,-0.349664,1.021657,0.871199,1.157434,-0.606228,-0.229416,-0.570383,-1.277769,0.728735,-0.198038,2.296906,0.31028,-0.547469,-0.287699,1.121465,0.003337,3.704579,-0.925857,0.405295,0.118644,1.85E-01,0.231893,0.172832,-0.856282,-0.641158,0.177341,-1.060542,-0.207229,0.746173,3.193723,0.48286,-0.016176,1.190287,2.115359,0.317961,-0.724624,0,2.956397,1.449603,-0.106703,3.003649,-0.744253,1.596728,3.2163,-0.979124,-0.368372,0.489764,-0.135584,0.242333,-0.717308,0.227622,1.658748,3.961697,2.023598,0.297241,-6.38E-01,-1.011291,2.865874,-0.61309,0.93276,0,1.17189,2.912322,-1.213738,-0.298818,-0.229416,-0.522418,-0.521485,0,0,0.850582,-0.618117,1.989086,1.187631,1.177419,1.646754,-1.056458,0.69115,0,-1.01722,1.814672,-0.201365,-0.388345,0.68992,-0.434029,2.981423,1.226292,0.428943,0.01839,2.599901,-0.558872,1.04E+00,1.22E+00,-1.041082,-0.459678,1.832435,0.376784,0.819152,-0.709256,-0.797794,1.953349,0.637621,3.483889,-0.580705,1.700152,-0.202654,-4.88E-01,-0.303345,2.75792,0.163828,-1.103758,1.008573,2.337181,3.432955,0.299006,-1.21E-01,3.340035,-0.424354,2.928647,-0.575513,-0.633749,-0.333849,0.904194,-0.04452,-0.229416,-0.65118,-0.505626,-0.07924,1.156719,-0.758867,4.17E-01,-0.328069,0.030597,4.13E+00,-0.229416,-0.229416,0.819198,-0.774764,0.372748,0,1.334599,-1.104557,0.576282,0,-5.08E-01,0.909979,3.878475,-0.229416,3.011904,-0.372512,2.70685,-0.790401,1.379004,-0.477514,-0.491151,1.769472,-0.273356,-0.420868,-0.244014,0.031844,0,-0.734649,3.454368,3.592488,8.63E-01,-0.50853,0,0,1.314807,-0.280721,1.320116,1.455637,3.896494,1.56854,0.976593,3.441559,0.052662,-0.209231,-1.065137,0,-0.685276,-0.635534,0.105187,-0.65954,1.934357,-2.94E-01,-1.16202,-3.30E-02,-0.130576,-0.750799,-0.662084,-0.967773,-0.891138,-0.86374,1.793238,-0.71766,0.925434,0.517212,-1.132086,0.092314,-0.121892,0.647582,-0.096324,2.493573,2.148585,-9.52E-02,-1.287199,-0.491151,2.669586,-0.715812,1.645297,0.585262,-0.703074,-0.371807,2.109916,0.737573,0.280312,-0.334831,-0.410815,-0.837129,-7.21E-01,-0.247288,-0.236864,-0.399632,-0.733003,0.437066,-2.43E-01,0.653684,-1.54937,1.05041,0.687178,-0.393762,0.86136,-0.614902,1.52E+00,-0.44562,0.562797,3.157558,-1.357672,-0.860549,1.007639,-0.413544,-0.105042,-0.836833,3.963897,-0.357028,-1.352685,-0.271137,0.530661,-1.04E+00,3.959243,-1.007448,0.496036,0.201501,0.221588,-0.510373,-0.915656,-1.49E-01,1.784973,-1.196203,-0.569835,-1.237286,0,0.782159,-0.319364,0.069344,-0.453876,-0.568668,-0.623256,1.831391,1.234902,1.42441,1.584159,-0.936057,-0.561696,-0.758376,1.19E+00,-0.753529,-1.068982,-0.752755,1.09973,-5.25E-01,0.92583,-0.476498,1.205974,-0.716697,-0.960192,1.607487,-1.608148,-0.625954,-1.073315,-1.138078,0.876809,3.86388,-0.256833,-0.566228,0.274869,-0.347769,-0.40781,-0.430584,-0.504731,-0.671518,-3.76E-02,0,3.07E-01,2.390641,-0.508054,2.301949,-0.669756,-0.76902,-0.019718,0.390991,-0.88985,-0.229416,1.591923,-0.525422,-0.920297,3.578171,-1.066057,0.626954,-0.859846,-0.540165,3.88E+00,3.759699,0.950619,-0.198928,-0.255798,0.05821,0.755636,-0.282035,-0.864915,-0.848866,3.553474,-1.101191,-0.229416,0.370652,-0.126008,-1.335082,3.416032,-0.784539,1.46393,1.983372,3.160589,0.495345,0,-1.068422,-0.94228,3.323633,-0.362267,-0.913581,1.3652,-0.330223,-0.384685,1.566137,0.277346,-0.714626,-0.686595,-0.792049,0.507585,0.511921,0,1.523745,0.218564,-0.433554,1.06775,0.685035,0.445417,0.781683,-0.252754,0.467084,0.008398,1.825413,2.073015,0.382575,3.223446,-0.951299,-0.039762,-0.582567,-0.785057,1.31E-01,-0.061225,-1.120586,-0.016472,-0.693169,1.80038,1.356012,-0.05553,3.013759,1.485319,3.17E-01,0.658993,1.847916,8.07E-01,-0.680777,1.761936,0.109632,3.098271,0.893469,-1.020153,3.482654,-0.010875,0.06268,3.529538,-0.430515,1.416299,-0.707688
"Washington Times, The",40,1994,0,0,-0.907848,0.797991,-0.877268,1.176355,0.984817,2.837709,-1.022269,-0.920866,-0.300865,1.868511,1.470512,-0.831802,-0.725851,0.711765,-0.76827,-0.407376,0.01097,0.505133,-3.32E-01,-0.893396,-0.032951,2.725397,0.535999,-0.924483,0.144729,0.158268,0.310117,-0.430387,-0.23375,-0.590749,1.049992,-0.949938,-0.82416,-0.19381,0.108551,-0.225846,-3.28E-01,-3.98E-01,-1.059146,-1.349404,-1.032575,-1.550299,0.056014,0.014968,-0.627929,-0.460327,0.333309,-0.229416,0.225262,-1.161291,0.617084,-1.13977,0.776478,-1.014978,0.035286,-0.257427,-2.10E-01,-0.650415,-0.466891,0.718816,1.586521,-0.472231,-1.203414,-0.229416,-1.314441,-0.940525,1.246527,-0.911873,-0.293208,-0.33107,-0.74979,1.092112,0.781292,-0.083013,0.33609,-0.934722,-0.332157,1.116565,3.13E-01,0.722376,0.992712,-1.287079,-1.181734,1.307714,-1.013936,0.736464,-0.346715,0.263599,-0.102986,1.267988,0.955409,-0.029901,1.412141,-0.708352,0,-0.253638,0.502582,-0.966281,0.276506,-0.701519,0.027938,1.064831,-3.86E-01,4.57E-01,0.671424,-1.357348,-0.585195,-0.116354,-0.563614,-0.145677,0.374905,-1.036542,-0.77059,1.073964,-1.111993,-0.873525,-0.954402,0.556028,0,1.157935,0.901239,-0.470013,-0.120402,-0.229416,-0.522418,-0.117923,0,0,2.013757,-0.70193,1.121104,-0.494016,-1.182138,1.351235,1.86E-01,1.992647,0,-0.285388,0.327689,-1.1103,-0.388345,0.480989,-0.772551,-0.151003,1.978861,-0.547375,-0.360048,0.406662,-1.426941,-2.19E-01,1.92E+00,-1.131396,-0.823471,0.157755,-0.650671,1.627597,6.89E-01,-1.19994,0.324393,1.087531,-3.79E-01,1.77E+00,0.425084,-0.221892,2.584986,-1.04E+00,0.820974,-1.216603,-1.376738,-0.355573,-0.230122,-0.024696,-1.075129,-5.45E-01,0.146763,-0.870924,1.129977,1.12E-01,-1.398868,2.84E+00,-0.423083,1.130299,-0.229416,-0.748731,-0.929733,-1.342791,-0.263234,5.77E-01,-9.53E-02,-0.354277,-3.95E-01,-0.229416,-0.229416,-0.229416,1.49767,-0.65221,0.526808,0,-0.264866,-1.005735,-0.989338,0,-6.08E-01,-7.79E-01,0.164291,-0.229416,1.03828,-0.764431,-0.939569,-0.530086,1.18715,1.72E+00,2.10E+00,-0.26008,1.08E-02,4.77E-01,0.465041,-0.397757,0,-1.28605,0.594343,0.639626,-4.32E-01,-1.101703,0,0,0.618289,-0.383141,0.755283,-7.96E-01,0.403197,-0.401735,1.434421,0.972369,-0.538856,-0.561649,0.468848,0,0.169217,-9.60E-01,2.363663,-5.77E-01,0.367572,1.090191,-0.646232,0.991729,-0.254208,-2.95E-04,0.161472,3.42E-01,-3.80E-01,-5.75E-01,-0.99691,-1.06E+00,0.787663,-0.72896,1.233188,-0.513754,-1.236657,-1.96E-01,-0.956471,-0.402781,-0.013288,0.412411,-0.863175,2.10E+00,-0.246112,-0.894457,0.020261,1.17758,-0.861648,-0.478121,0.302712,-1.27E+00,-0.074585,0.999563,-1.249707,2.67E-01,0.129003,-0.211351,-0.704233,6.42E-01,-0.548952,-0.243502,-5.65E-01,0.15542,-1.335234,-5.37E-01,-0.801983,-0.175849,-5.68E-01,-1.184367,9.10E-01,-0.972564,-0.614256,-0.238388,-0.363292,-5.42E-01,1.016491,-1.132488,-5.51E-01,-1.294069,-0.049401,9.84E-01,-1.275125,-6.74E-01,-0.94589,-0.191585,0.206202,-0.841135,-0.17423,1.484289,-0.520607,-0.523515,-1.05806,-4.24E-01,0.969371,1.15E-01,-1.073837,-1.374811,0,0.717963,5.73E-01,-0.522832,-1.110413,1.78E+00,2.228849,1.86E-01,-1.30E-01,1.437568,0.127091,-1.197693,-0.362269,-3.86E-02,1.91E+00,-1.147998,-8.05E-01,-0.968306,-0.110646,-7.19E-01,0.743139,-2.17E-01,-0.507611,-0.728128,-0.59933,1.536414,0.016255,-1.379163,-6.01E-01,-1.187879,0.552463,0.239503,-1.64E-01,-0.56175,-1.301447,-0.383821,-0.520266,-1.52E-01,-0.87824,-0.671518,-5.62E-01,0,1.505714,-3.27E-01,-0.508054,-0.565072,5.41E-01,2.81E-01,0.257257,-0.251232,-0.693447,-0.229416,-0.932101,-1.183372,-5.97E-01,-0.067394,-0.379277,-0.966342,-0.950208,-0.975542,-0.298555,-1.25E-01,-6.07E-01,-0.243604,-0.423646,-1.376967,-1.067007,-1.359482,-6.77E-01,-5.22E-01,0.633549,-1.184544,-0.229416,-1.051427,-0.277746,-5.29E-01,0.440159,1.41E-01,-0.534505,0.491258,0.789116,-1.051285,0,-1.215916,-1.222003,-2.20E-01,-0.725453,-7.64E-02,-0.58714,-1.43E-01,-0.926487,-0.828743,-1.542017,-0.998811,1.39E+00,-4.56E-02,-0.026556,0.004698,0,-1.053723,-1.004865,-0.980525,-8.46E-01,-1.11E+00,-0.667848,-0.828996,-8.14E-01,-1.208522,-7.24E-01,-0.884315,0.509985,-0.305945,0.368592,-1.092841,-0.366429,8.94E-01,-4.75E-02,-5.69E-01,1.596534,-0.913926,-1.12034,-1.160107,-0.211145,-0.409031,-0.991948,0.031566,-0.131115,-8.76E-03,-0.204582,-1.146734,-3.64E-01,6.20E-01,9.21E-02,-0.819544,0.279949,-7.85E-01,-1.82E-01,0.43693,-7.20E-01,-0.375523,0.638098,-1.289894,-0.990986,-0.73716
USA TODAY,41,1994,0,0,-0.739887,1.869481,-0.402709,0.013076,1.638396,-0.331803,-0.051698,-0.750415,-0.247949,0.045258,1.197465,-0.217309,-0.074861,0.27339,-0.352657,-0.987044,1.093103,0.403938,-3.44E-01,-0.561384,-0.275983,-2.39E-01,1.07255,-0.160679,2.538423,-0.429525,1.787546,0.332587,-0.228293,0.260664,1.007582,1.048979,-0.688972,1.936881,-0.319151,-0.504536,1.53927,2.155506,-1.142922,0.058674,-0.877328,-0.890986,1.301661,-0.787624,-0.059659,-0.152753,0.088955,-0.229416,-2.92E-01,-0.488839,1.056536,-1.09818,-0.094954,-1.248438,-0.023819,-0.248031,-5.99E-01,0.188244,0.792615,1.148132,1.172521,-0.038429,0.435439,-0.229416,-0.480393,-0.801411,-8.38E-01,-0.919113,-0.185206,-0.793755,0.961488,0.141428,-7.26E-01,0.877714,-0.252918,-0.758335,-0.077539,0.603812,-1.75E-01,-0.155955,0.173047,-1.311949,-0.322341,0.790302,-0.389392,0.853621,-0.418531,1.011732,1.009377,1.371578,-0.219083,-0.130867,-0.495802,-0.7101,0,-0.15561,-0.521218,-0.498193,0.154422,-0.692858,0.106745,0.413036,-5.81E-01,7.39E-01,2.590221,-1.258287,-0.191933,1.177625,0.750889,0.807658,-0.045777,-0.205618,0.647266,-0.235585,-0.420547,-0.419405,-0.861886,-0.163556,0,0.290514,0.396078,-0.964666,-0.216907,-0.229416,-0.522418,0.527493,0,0,0.878043,-0.517881,-0.154114,-0.204937,0.733999,-5.67E-01,-1.04E-01,0.789181,0,0.21022,0.183066,-0.539459,2.89E-01,1.327192,0.719877,0.129524,0.672988,-0.879948,0.514968,0.6847,-0.491275,-0.398117,1.86E+00,-1.06156,-0.570525,1.778872,-0.633757,0.172641,2.29E-01,-0.835584,1.71422,-0.21329,-0.109927,4.73E-01,-0.17462,-0.19253,0.967,-0.224814,-0.566152,-0.393959,0.279449,-0.399237,-0.1727,0.077495,-0.461425,-3.46E-01,-1.61E-01,-0.704697,0.350844,2.19E+00,-0.80888,-0.333849,0.076087,0.310624,-0.229416,-0.441059,0.117614,-1.094116,0.141935,7.35E-01,-4.85E-01,0.561701,-0.012709,-0.229416,4.13E+00,4.13E+00,0.892875,-0.667524,-0.540181,0,0.314889,-0.784536,-0.771884,0,-7.64E-01,0.436949,-0.250061,-0.229416,-0.286864,0.155898,0.081586,0.134061,0.568781,-0.477514,2.11E+00,0.572788,-0.273356,3.19E+00,0.511394,-0.236255,0,-0.5679,0.056711,-0.054009,2.89E-01,-0.452203,0,0,2.472119,-0.221704,-0.897716,-3.90E-01,-0.214787,0.52184,-7.17E-01,-0.34301,-0.486351,-0.35315,2.01E-01,0,-0.299931,-0.549915,-0.170508,-5.48E-01,1.870955,0.639401,-0.192828,-4.94E-01,-0.201966,-7.95E-02,-0.521538,-0.967773,1.987368,1.07E+00,0.210527,-0.86814,-2.52E-01,-1.029023,0.247744,-0.198756,-0.591609,0.276851,-0.253288,-0.391728,0.80728,0.594547,0.523669,2.11E+00,-0.182809,-0.419815,0.252369,0.178082,0.968962,0.148671,-4.00E-01,-0.925848,-0.150021,0.599997,0.118338,8.92E-01,1.25809,-0.206398,-0.055441,9.98E-01,0.659816,0.19527,4.01E-02,1.125604,-0.783549,-4.46E-01,-0.724232,0.335151,-7.78E-01,-0.512563,3.21E-01,-0.770729,-0.532461,-0.316943,1.721273,-5.44E-03,0.771123,-0.087428,-0.006878,-1.23386,-0.152911,-0.357028,0.015331,-0.270987,-0.514099,-0.314412,-0.29011,-0.810746,0.091153,0.147486,-0.67078,-0.605184,-0.923359,-8.78E-02,0.108037,1.223603,-0.47484,-1.109313,0,1.139946,-0.319364,2.204543,-0.365143,2.585689,1.055593,-1.09E-01,-0.74451,0.292339,-0.418959,-0.89978,-0.862985,-4.36E-01,8.70E-01,-0.844516,-7.14E-01,-0.592011,1.300532,-5.25E-01,0.466181,5.67E-01,-0.275562,-0.652657,-0.701208,-0.440808,0.329223,-0.98001,-7.11E-01,-0.208133,1.380717,-0.174022,-1.33E-01,-0.055917,-1.540356,0.997379,0.294579,3.18E-01,-1.092363,5.84E-01,-5.03E-01,0,-5.02E-01,-3.24E-01,-0.508054,-1.071266,-0.669756,2.452095,0.814312,-0.276438,-0.711717,-0.229416,-0.390346,-0.901396,-7.96E-01,0.37286,-0.539493,0.358942,-0.677354,0.184286,-0.298555,-0.381758,1.399179,-0.24614,-0.529934,-0.936495,-0.21353,0.431195,-7.70E-01,-2.64E-01,-0.140253,-1.164518,-0.229416,-0.712393,4.125934,-6.47E-01,0.063266,2.319407,-0.372224,1.056376,0.855378,0.009928,0,-0.831694,-0.283577,1.02174,-0.480676,2.25E-02,-0.758362,-7.90E-02,-0.631001,-0.953914,-0.511635,-0.98601,2.10E+00,7.10E-01,-1.01837,1.620276,0,-0.133718,-0.291008,-0.795234,0.387617,-1.05E+00,-0.153722,-0.609246,-0.080861,-0.877629,-8.21E-01,-0.748051,-0.08178,0.522765,-0.047362,-0.676322,0.321099,4.08E-01,-5.38E-01,-1.03E+00,0.006777,-0.412671,-0.994894,0.101454,-0.042901,0.420719,-0.760266,-0.474641,-0.109968,-3.22E-01,-0.380106,-0.240456,1.33E+00,-0.680777,-1.25E-02,-0.631951,-0.48543,-0.399931,-6.99E-01,-0.139067,1.793569,0.03917,0.947596,-0.528059,-0.709183,-0.524672
